ICDO32_Code	Term	PrefTerm
8130/3	Papillary transitional cell carcinoma	1
8130/3	Papillary urothelial carcinoma	NULL
8131/3	Micropapillary urothelial carcinoma	NULL
8131/3	Transitional cell carcinoma, micropapillary	NULL
8131/3	Urothelial carcinoma, micropapillary	1
8140/0	Adenoma, NOS	1
8140/0	Bartholin gland adenoma	NULL
8140/0	Bronchiolar adenoma	NULL
8140/0	Bronchiolar adenoma/ciliated muconodular papillary tumor	NULL
8140/0	Chief cell-predominant polyp, low-grade	NULL
8140/0	Chief cell-predominant polyp, NOS	NULL
8140/0	Ciliated muconodular papillary tumor	NULL
8140/0	Oxyntic gland adenoma, low-grade	NULL
8140/0	Oxyntic gland adenoma, NOS	NULL
8140/0	Oxyntic gland polyp, low-grade	NULL
8140/0	Oxyntic gland polyp, NOS	NULL
8140/0	Parathyroid adenoma	NULL
8140/0	Pyloric gland adenoma	NULL
8140/0	Pyloric gland adenoma, low-grade	NULL
8140/0	Pyloric gland intracystic papillary neoplasm, low-grade	NULL
8140/0	Pyloric gland intracystic papillary neoplasm, NOS	NULL
8140/0	Pyloric gland tubular adenoma, low-grade	NULL
8140/0	Pyloric gland tubular adenoma, NOS	NULL
8140/0	Pyloric gland-type adenoma, low grade	NULL
8140/0	Pyloric gland-type adenoma, NOS	NULL
8140/0	Sclerosing polycystic adenoma	NULL
8140/1	Atypical adenoma	1
8140/1	Atypical parathyroid neoplasm	NULL
8140/1	Atypical parathyroid tumor	NULL
8140/1	Bronchial adenoma, NOS	NULL
8140/1	Parathyroid tumor of low/uncertain malignant potential	NULL
8140/2	Adenocarcinoma in situ, NOS	1
8140/2	Chief cell-predominant polyp, high-grade	NULL
8140/2	Oxyntic gland adenoma, high-grade	NULL
8140/2	Oxyntic gland polyp, high-grade	NULL
8140/2	Pyloric gland adenoma, high-grade	NULL
8140/2	Pyloric gland intracystic papillary neoplasm, high-grade	NULL
8140/2	Pyloric gland tubular adenoma, high-grade	NULL
8140/2	Pyloric gland-type adenoma, high-grade	NULL
8140/3	Acinar adenocarcinoma of prostate	NULL
8140/3	Adenocarcinoma of Skene gland origin	NULL
8140/3	Adenocarcinoma of the epididymis	NULL
8140/3	Adenocarcinoma, non-intestinal-type	NULL
8140/3	Adenocarcinoma, NOS	1
8140/3	Adenocarcinoma, pleomorphic giant cell acinar	NULL
8140/3	Adenocarcinoma, usual type	NULL
8140/3	Ampullary adenocarcinoma	NULL
8140/3	Atrophic acinar adenocarcinoma	NULL
8140/3	Carcinoma of Cowper glands	NULL
8140/3	Carcinoma of Littré glands	NULL
8140/3	Carcinoma of Skene glands	NULL
8140/3	Carcinoma of Skene, Cowper and Littre Glands	NULL
8140/3	Carcinoma of the gallbladder	NULL
8140/3	Carcinoma, prostatic-intraepithelial neoplasia-like	NULL
8140/3	Cowper gland adenocarcinoma	NULL
8140/3	Endocervical adenocarcinoma usual type	NULL
8140/3	Endolymphatic sac tumor	NULL
8140/3	Foamy gland acinar adenocarcinoma	NULL
8140/3	Gastric adenocarcinoma of fundic gland type	NULL
8140/3	Invasive non-mucinous adenocarcinoma	NULL
8140/3	Littré gland adenocarcinoma	NULL
8140/3	Littré gland carcinoma	NULL
8140/3	Microcystic acinar adenocarcinoma	NULL
8140/3	Minimally invasive adenocarcinoma, NOS	NULL
8140/3	Non-ampullary adenocarcinoma	NULL
8140/3	Non–intestinal-type sinonasal adenocarcinoma	NULL
8140/3	Paneth cell carcinoma	NULL
8140/3	Parathyroid carcinoma	NULL
8140/3	Pleomorphic giant cell acinar adenocarcinoma	NULL
8140/3	Prostatic intraepithelial neoplasia–like carcinoma	NULL
8140/3	Prostatic intraepithelial-like carcinoma	NULL
8140/3	Pseudohyperplastic acinar adenocarcinoma	NULL
8140/3	Renal cell-like sinonasal adenocarcinoma	NULL
8140/3	Salivary gland adenocarcinoma	NULL
8140/3	Salivary gland carcinoma NOS	NULL
8140/3	Skene gland adenocarcinoma	NULL
8140/3	Skene gland carcinoma	NULL
8140/6	Adenocarcinoma, metastatic, NOS	1
8141/3	Carcinoma with productive fibrosis	NULL
8141/3	Scirrhous adenocarcinoma	1
8141/3	Scirrhous carcinoma	NULL
8142/3	Linitis plastica	1
8143/3	Superficial spreading adenocarcinoma	1
8144/0	Adenoma, ampullary-duodenal, low-grade	NULL
8144/0	Adenoma, intestinal-type, low-grade	NULL
8144/0	Adenoma, intestinal-type, NOS	NULL
8144/0	Adenoma, intestinal-type, sporadic, low-grade	NULL
8144/0	Adenoma, intestinal-type, syndromic, low-grade	NULL
8144/0	Intestinal-type adenoma, low-grade	NULL
8144/0	Intestinal-type dysplasia, low-grade	NULL
8144/0	Intestinal-type gastric adenoma, low-grade	NULL
8144/0	Sporadic intestinal-type gastric adenoma, low grade	NULL
8144/0	Syndromic intestinal-type gastric adenoma	NULL
8144/2	Adenoma, ampullary-duodenal, high-grade	NULL
8144/2	Adenoma, intestinal-type, high-grade	NULL
8144/2	Adenoma, intestinal-type, sporadic, high-grade	NULL
8144/2	Adenoma, intestinal-type, syndromic, high-grade	NULL
8144/2	Intestinal-type adenoma, high grade	NULL
8144/2	Intestinal-type dysplasia, high-grade	NULL
8144/2	Intestinal-type gastric adenoma, high-grade	NULL
8144/2	Sporadic intestinal-type gastric adenoma, high grade	NULL
8144/2	Syndromic intestinal-type gastric adenoma, high grade	NULL
8144/3	Adenocarcinoma of intestinal type	NULL
8144/3	Adenocarcinoma, enteric	NULL
8144/3	Adenocarcinoma, enteric-type	NULL
8144/3	Adenocarcinoma, intestinal type	1
8144/3	Adenocarcinoma, intestinal-type	NULL
8144/3	Carcinoma, intestinal type	NULL
8144/3	Carcinoma, intestinal-type	NULL
8144/3	Endometrial gastric (gastrointestinal)-type carcinoma	NULL
8144/3	Endometrial gastric-type adenocarcinoma	NULL
8144/3	Enteric adenocarcinoma	NULL
8144/3	Enteric-type adenocarcinoma	NULL
8144/3	Intestinal type adenocarcinoma	NULL
8144/3	Intestinal-type adenocarcinoma	NULL
8144/3	Intestinal-type sinonasal adenocarcinoma	NULL
8144/3	Mucinous carcinoma, gastric (gastrointestinal)–type	NULL
8144/3	Mucinous carcinoma, intestinal type	NULL
8144/3	Mucinous carcinoma, intestinal-type	NULL
8144/3	Tubular adenocarcinoma, intestinal type	NULL
8145/3	Adenocarcinoma, diffuse type	NULL
8145/3	Carcinoma, diffuse type	1
8146/0	Monomorphic adenoma	1
8147/0	Basal cell adenoma	1
8147/0	Basal cell adenoma, membranous	NULL
8147/0	Membranous basal cell adenoma	NULL
8147/3	Adenoid basal cell carcinoma of prostate	NULL
8147/3	Adenoid cystic (basal cell) carcinoma	NULL
8147/3	Adenoid cystic (basal cell) carcinoma of prosate	NULL
8147/3	Adenoid cystic carcinoma of prostate	NULL
8147/3	Adenoid cystic carcinoma of prostate, solid pattern	NULL
8147/3	Basal cell adenocarcinoma	1
8147/3	Basal cell carcinoma of prostate	NULL
8148/0	Barrett dysplasia, low-grade	NULL
8148/0	Biliary intraepithelial neoplasia, low-grade	NULL
8148/0	Crypt dysplasia, low-grade	NULL
8148/0	Dysplasia associated with inflammatory bowel disease, low-grade	NULL
8148/0	esophageal glandular dysplasia (intraepithelial neoplasia), low-grade	NULL
8148/0	Foveolar-type (gastric-type) dysplasia, low-grade	NULL
8148/0	Gastric dysplasia, low-grade	NULL
8148/0	Gastric pit dysplasia, low-grade	NULL
8148/0	Gastric pit/crypt dysplasia, low-grade	NULL
8148/0	Glandular intraepithelial neoplasia, grade 1	NULL
8148/0	Glandular intraepithelial neoplasia, grade 2	NULL
8148/0	Glandular intraepithelial neoplasia, low-grade	NULL
8148/0	Low-grade Barrett dysplasia	NULL
8148/0	Pancreatic intraepithelial neoplasia, low-grade	NULL
8148/0	PanIN, low-grade	NULL
8148/2	Barrett dysplasia, high-grade	NULL
8148/2	Biliary intraepithelial neoplasia, grade 3 (BilIN-3)	NULL
8148/2	Biliary intraepithelial neoplasia, high-grade	NULL
8148/2	Crypt dysplasia, high-grade	NULL
8148/2	Dysplasia associated with inflammatory bowel disease, high-grade	NULL
8148/2	esophageal glandular dysplasia (intraepithelial neoplasia), high-grade	NULL
8148/2	Flat intraepithelial neoplasia, high-grade	NULL
8148/2	Foveolar-type (gastric-type) dysplasia, high-grade	NULL
8148/2	Gastric dysplasia, high-grade	NULL
8148/2	Gastric pit dysplasia, high-grade	NULL
8148/2	Gastric pit/crypt dysplasia, high-grade	NULL
8148/2	Glandular intraepithelial neoplasia, grade III	NULL
8148/2	Glandular intraepithelial neoplasia, high-grade	NULL
8148/2	High-grade Barrett dysplasia	NULL
8148/2	Pancreatic intraepithelial neoplasia, high-grade	NULL
8148/2	PanIN, high-grade	NULL
8148/2	PIN 3	NULL
8148/2	PIN III	NULL
8148/2	Prostatic intraepithelial neoplasia, grade III	NULL
8148/2	Prostatic intraepithelial neoplasia, high-grade	NULL
8148/2	Prostatic intraepithelial neoplasia, NOS	NULL
8149/0	Canalicular adenoma	1
8150/0	Islet cell tumor, benign	NULL
8150/0	Pancreatic endocrine tumor, benign	NULL
8150/0	Pancreatic microadenoma	NULL
8150/0	Pancreatic neuroendocrine microadenoma	1
8150/1	Pancreatic microadenoma	NULL
8150/1	Pancreatic neuroendocrine microadenoma	NULL
8150/1	Pancreatic neuroendocrine microtumor	NULL
8150/3	Clear cell neuroendocrine tumor, non-functioning pancreatic	NULL
8150/3	Clear cell non-functioning (non-syndromic) pancreatic neuroendocrine tumor	NULL
8150/3	Cystic neuroendocrine tumor, non-functioning pancreatic	NULL
8150/3	Cystic non-functioning (non-syndromic) pancreatic neuroendocrine tumor	NULL
8150/3	Islet cell adenocarcinoma	NULL
8150/3	Islet cell adenoma	NULL
8150/3	Islet cell adenomatosis	NULL
8150/3	Islet cell carcinoma	NULL
8150/3	Islet cell tumor, NOS	NULL
8150/3	Nesidioblastoma	NULL
8150/3	Neuroendocrine tumor, non-functioning, pancreatic	NULL
8150/3	Oncocytic neuroendocrine tumor, non-functioning pancreatic	NULL
8150/3	Oncocytic non-functioning (non-syndromic) pancreatic neuroendocrine tumor	NULL
8150/3	Pancreatic endocrine tumor, nonfunctioning	NULL
8150/3	Pancreatic endocrine tumor, NOS	NULL
8150/3	Pancreatic neuroendocrine tumor, nonfunctioning	1
8150/3	Pleomorphic neuroendocrine tumor, non-functioning pancreatic	NULL
8150/3	Pleomorphic non-functioning (non-syndromic) pancreatic neuroendocrine tumor	NULL
8151/3	Beta cell adenoma	NULL
8151/3	Beta cell tumor	NULL
8151/3	Insulinoma, malignant	NULL
8151/3	Insulinoma, NOS	1
8151/3	Insulin-producing tumor	NULL
8151/3	Neuroendocrine tumor, insulin-producing	NULL
8151/3	Neuroendocrine tumor, insulin-producing (insulinoma)	NULL
8152/3	Alpha cell tumor	NULL
8152/3	Enteroglucagonoma	NULL
8152/3	Enteroglucagonoma, malignant	NULL
8152/3	Glucagon-like peptide-producing tumor	NULL
8152/3	Glucagonoma	1
8152/3	Glucagonoma, malignant	NULL
8152/3	L-cell neuroendocrine tumor	NULL
8152/3	L-cell tumor	NULL
8152/3	Neuroendocrine tumor, glucagon-producing	NULL
8152/3	Neuroendocrine tumor, glucagon-producing (glucagonoma)	NULL
8152/3	Pancreatic peptide and pancreatic peptide-like peptide within terminal tyrosine amide producing tumor	NULL
8152/3	PP/PYY producing tumor	NULL
8153/3	G cell tumor	NULL
8153/3	Gastrin cell tumor	NULL
8153/3	Gastrinoma	1
8153/3	Gastrinoma, malignant	NULL
8153/3	Gastrin-producing G-cell NET	NULL
8153/3	G-cell NET	NULL
8153/3	G-cell neuroendocrine tumor	NULL
8153/3	Neuroendocrine tumor, gastrin-producing	NULL
8153/3	Neuroendocrine tumor, gastrin-producing (gastrinoma)	NULL
8154/3	Carcinoma, mixed acinar-neuroendocrine-ductal	NULL
8154/3	Mixed acinar carcinoma-neuroendocrine carcinoma	NULL
8154/3	mixed acinar-ductal neuroendocrine carcinoma	NULL
8154/3	Mixed acinar-endocrine carcinoma	NULL
8154/3	Mixed acinar-endocrine-ductal carcinoma	NULL
8154/3	Mixed acinar-neuroendocrine carcinoma	NULL
8154/3	Mixed ductal adenocarcinoma–neuroendocrine carcinoma	NULL
8154/3	Mixed ductal-endocrine carcinoma	NULL
8154/3	Mixed ductal-neuroendocrine carcinoma	NULL
8154/3	Mixed endocrine and exocrine adenocarcinoma	NULL
8154/3	Mixed exocrine-endocrine carcinoma	NULL
8154/3	Mixed islet cell and exocrine adenocarcinoma	NULL
8154/3	Mixed neuroendocrine and non-neuroendocrine carcinoma	NULL
8154/3	Mixed neuroendocrine–non-neuroendocrine neoplasm	NULL
8154/3	Mixed neuroendocrine–non-neuroendocrine neoplasm (MiNEN)	1
8154/3	Mixed pancreatic endocrine and exocrine tumor, malignant	NULL
8155/3	Vipoma	1
8155/3	Vipoma, malignant	NULL
8156/3	D-cell NET	NULL
8156/3	D-cell neuroendocrine tumor	NULL
8156/3	Neuroendocrine tumor, somatostatin-producing	NULL
8156/3	Neuroendocrine tumor, somatostatin-producing (somatostatinoma)	NULL
8156/3	Somatostatin cell tumor	NULL
8156/3	Somatostatinoma	1
8156/3	Somatostatinoma, malignant	NULL
8156/3	Somatostatin-producing D-cell NET	NULL
8158/3	ACTH-producing tumor	1
8158/3	ACTH-producing tumor, ectopic	NULL
8158/3	Calcitonin-producing pancreatic neuroendocrine tumor	NULL
8158/3	Cholecystokinin-producing pancreatic neuroendocrine tumor	NULL
8158/3	CRH-producing pancreatic neuroendocrine tumor	NULL
8158/3	Endocrine tumor, functioning, NOS	NULL
8158/3	Erythropoietin-producing pancreatic neuroendocrine tumor	NULL
8158/3	Ghrelin-producing neuroendocrine tumor	NULL
8158/3	Ghrelin-producing pancreatic neuroendocrine tumor	NULL
8158/3	GHRH-producing pancreatic neuroendocrine tumor	NULL
8158/3	GHRH-producing tumor	NULL
8158/3	Neuroendocrine tumor, calcitonin-producing	NULL
8158/3	Neuroendocrine tumor, CCK-producing	NULL
8158/3	Neuroendocrine tumor, cholecystokinin-producing	NULL
8158/3	Neuroendocrine tumor, CRH-producing	NULL
8158/3	Neuroendocrine tumor, erythropoietin-producing	NULL
8158/3	Neuroendocrine tumor, GHRH-producing	NULL
8158/3	PTH/PTHrP-producing neuroendocrine tumor	NULL
8158/3	PTH/PTHrP-producing pancreatic neuroendocrine tumor	NULL
8158/3	Vasopressin-producing neuroendocrine tumor	NULL
8158/3	Vasopressin-producing pancreatic neuroendocrine tumor	NULL
8160/0	Bile duct adenoma	1
8160/0	Cholangioma	NULL
8160/0	Peribiliary gland hamartoma	NULL
8160/3	Bile duct adenocarcinoma	NULL
8160/3	Bile duct carcinoma	NULL
8160/3	Carcinoma of extrahepatic bile ducts	NULL
8160/3	Carcinoma of the extrahepatics bile ducts	NULL
8160/3	Cholangiocarcinoma	1
8160/3	Cholangiocarcinoma, large duct	NULL
8160/3	Cholangiocarcinoma, small duct	NULL
8160/3	Intrahepatic cholangiocarcinoma	NULL
8160/3	Large duct intrahepatic cholangiocarcinoma	NULL
8160/3	Small duct intrahepatic cholangiocarcinoma	NULL
8161/0	Bile duct cystadenoma	1
8161/3	Bile duct cystadenocarcinoma	1
8162/3	Klatskin tumor	1
8162/3	Perihilar cholangiocarcinoma	NULL
8163/0	Intra-ampullary papillary-tubular neoplasm with low-grade dysplasia	NULL
8163/0	Intra-ampullary papillary-tubular neoplasm, low-grade	NULL
8163/0	Non-invasive pancreatobiliary papillary neoplasm with low-grade dysplasia	NULL
8163/0	Non-invasive pancreatobiliary papillary neoplasm with low-grade intraepithelial neoplasia	NULL
8163/0	Non-invasive papillary neoplasm, pancreatobiliary type, low grade	NULL
8163/0	Pancreatobiliary neoplasm, non-invasive	NULL
8163/2	Intra-ampullary papillary-tubular neoplasm with high-grade dysplasia	NULL
8163/2	Intra-ampullary papillary-tubular neoplasm, high-grade	NULL
8163/2	Non-invasive pancreatobiliary papillary neoplasm with high grade dysplasia	NULL
8163/2	Non-invasive pancreatobiliary papillary neoplasm with high grade intraepithelial neoplasia	NULL
8163/2	Non-invasive papillary neoplasm, pancreatobiliary type, high-grade	NULL
8163/2	Papillary neoplasm, pancreatobiliary type, with high grade intraepithelial neoplasia	NULL
8163/3	Adenocarcinoma, pancreatobiliary type	NULL
8163/3	Pancreatobiliary type carcinoma	NULL
8163/3	Pancreatobiliary-type carcinoma	1
8163/3	Tubular adenocarcinoma, pancreatobiliary/gastric type	NULL
8170/0	Hepatocellular adenoma	NULL
8170/0	Hepatocellular adenoma, HNF1A-inactivated	NULL
8170/0	Hepatocellular adenoma, inflammatory	NULL
8170/0	Hepatocellular adenoma, β-catenin-activated inflammatory	NULL
8170/0	Hepatocellular adenoma, β-catenin-activated, NOS	NULL
8170/0	Hepatoma, benign	NULL
8170/0	HNF1A-inactivated hepatocellular adenoma	NULL
8170/0	Inflammatory hepatocellular adenoma	NULL
8170/0	Liver cell adenoma	1
8170/0	β-Catenin–activated hepatocellular adenoma	NULL
8170/0	β-Catenin–activated inflammatory hepatocellular adenoma	NULL
8170/3	Conventional hepatocellular carcinoma	NULL
8170/3	Hepatocarcinoma	NULL
8170/3	Hepatocellular carcinoma, chromophobe type	NULL
8170/3	Hepatocellular carcinoma, conventional	NULL
8170/3	Hepatocellular carcinoma, lymphocyte-rich	NULL
8170/3	Hepatocellular carcinoma, macrotrabecular massive	NULL
8170/3	Hepatocellular carcinoma, neutrophil-rich	NULL
8170/3	Hepatocellular carcinoma, NOS	1
8170/3	Hepatocellular carcinoma, steatohepatitic	NULL
8170/3	Hepatoma, malignant	NULL
8170/3	Hepatoma, NOS	NULL
8170/3	Liver cell carcinoma	NULL
8170/3	pediatric hepatocellular carcinoma	NULL
8171/3	Carcinoma, fibrolamellar	NULL
8171/3	Fibrolamellar variant of hepatocellular carcinoma	NULL
8171/3	Hepatocellular carcinoma, fibrolamellar	1
8172/3	Hepatocellular carcinoma, scirrhous	1
8172/3	Sclerosing hepatic carcinoma	NULL
8173/3	Hepatocellular carcinoma, sarcomatoid	NULL
8173/3	Hepatocellular carcinoma, spindle cell variant	1
8174/3	Clear cell hepatocellular carcinoma	NULL
8174/3	Hepatocellular carcinoma, chromophobe	NULL
8174/3	Hepatocellular carcinoma, clear cell type	1
8174/3	Hepatocellular carcinoma, clear cell-type	NULL
8174/3	Hepatocellular carcinoma, lymphocyte-rich	NULL
8174/3	Hepatocellular carcinoma, macrotrabecular massive	NULL
8174/3	Hepatocellular carcinoma, neutrophil-rich	NULL
8174/3	Hepatocellular carcinoma, steatohepatic	NULL
8175/3	Hepatocellular carcinoma, pleomorphic type	1
8180/3	Combined hepatocellular carcinoma and cholangiocarcinoma	1
8180/3	Combined hepatocellular-cholangiocarcinoma	NULL
8180/3	Hepatocholangiocarcinoma	NULL
8180/3	Mixed hepatobiliary carcinoma	NULL
8180/3	Mixed hepatocellular and bile duct carcinoma	NULL
8180/3	Mixed hepatocellular-cholangiocarcinoma	NULL
8190/0	Trabecular adenoma	1
8190/3	Trabecular adenocarcinoma	1
8190/3	Trabecular carcinoma	NULL
8191/0	Embryonal adenoma	1
8200/0	Cylindroma of skin	NULL
8200/0	Cylindroma, NOS	NULL
8200/0	Cylindrospiradenoma	NULL
8200/0	Cylindrospiradenoma/spiradenocylindroma	NULL
8200/0	Eccrine dermal cylindroma	1
8200/0	Spiradenocylindroma	NULL
8200/0	Turban tumor	NULL
8200/3	Adenocarcinoma, cylindroid	NULL
8200/3	Adenocystic carcinoma	NULL
8200/3	Adenoid cystic carcinoma	1
8200/3	Adenoid cystic carcinoma with high-grade transformation	NULL
8200/3	Bronchial adenoma, cylindroid	NULL
8200/3	Classic adenoid cystic carcinoma	NULL
8200/3	Cylindroma, NOS	NULL
8200/3	Solid-basaloid adenoid cystic carcinoma	NULL
8200/3	Thymic carcinoma with adenoid cystic carcinoma-like features	NULL
8201/1	Cribriform tumor	NULL
8201/1	Cribriform tumor (previously carcinoma)	NULL
8201/1	Primary cutaneous cribriform carcinoma	NULL
8201/2	Cribriform carcinoma in situ	1
8201/2	Ductal carcinoma in situ, cribriform type	NULL
8201/3	Adenocarcinoma, cribriform comedo type	NULL
8201/3	Cribriform carcinoma, NOS	1
8201/3	Cribriform comedo type carcinoma	NULL
8201/3	Cribriform morular thyroid carcinoma	NULL
8201/3	Ductal carcinoma, cribriform type	NULL
8202/0	Microcystic adenoma	1
8204/0	Lactating adenoma	1
8210/0	Adenomatous polyp, low-grade	NULL
8210/0	Adenomatous polyp, NOS	1
8210/0	Ampullary adenoma, low-grade	NULL
8210/0	Ampullary adenoma, NOS	NULL
8210/0	Conventional adenoma, low-grade	NULL
8210/0	Conventional adenoma, NOS	NULL
8210/0	Foveolar-type adenoma, low-grade	NULL
8210/0	Foveolar-type adenoma, NOS	NULL
8210/0	Non-ampullary adenoma, low-grade	NULL
8210/0	Non-ampullary adenoma, NOS	NULL
8210/0	Polypoid adenoma	NULL
8210/2	Adenocarcinoma in situ in adenomatous polyp	1
8210/2	Adenocarcinoma in situ in polyp, NOS	NULL
8210/2	Adenocarcinoma in situ in polypoid adenoma	NULL
8210/2	Adenocarcinoma in situ in tubular adenoma	NULL
8210/2	Adenomatous polyp, high grade dysplasia	NULL
8210/2	Adenomatous polyp, high-grade	NULL
8210/2	Advanced adenoma	NULL
8210/2	Ampullary adenoma, high-grade	NULL
8210/2	Carcinoma in situ in adenomatous polyp	NULL
8210/2	Carcinoma in situ in polyp, NOS	NULL
8210/2	Conventional adenoma, high-grade	NULL
8210/2	Foveolar-type adenoma, high-grade	NULL
8210/2	Non-ampullary adenoma, high-grade	NULL
8210/3	Adenocarcinoma in adenomatous polyp	1
8210/3	Adenocarcinoma in polyp, NOS	NULL
8210/3	Adenocarcinoma in polypoid adenoma	NULL
8210/3	Adenocarcinoma in tubular adenoma	NULL
8210/3	Carcinoma in adenomatous polyp	NULL
8210/3	Carcinoma in polyp, NOS	NULL
8211/0	Tubular adenoma, low-grade	NULL
8211/0	Tubular adenoma, NOS	1
8211/0	Tubular apocrine adenoma	NULL
8211/0	Tubular papillary adenoma	NULL
8211/2	Adenocarcinoma in situ in tubular adenoma	NULL
8211/2	Tubular adenoma, high grade	NULL
8211/3	Adenocarcinoma in tubular adenoma	NULL
8211/3	Tubular adenocarcinoma	1
8211/3	Tubular adenocarcinoma with hybrid features	NULL
